- Wampserver trace report -
File created by Wampserver install
::1 - - [03/May/2020:18:14:15 +0100] "GET /phpmyadmin/ HTTP/1.1" 200 3489
::1 - - [03/May/2020:18:14:25 +0100] "POST /phpmyadmin/navigation.php?ajax_request=1 HTTP/1.1" 200 2022
::1 - - [03/May/2020:18:14:25 +0100] "POST /phpmyadmin/ajax.php HTTP/1.1" 200 1391
::1 - - [03/May/2020:18:14:25 +0100] "POST /phpmyadmin/version_check.php HTTP/1.1" 200 28
::1 - - [03/May/2020:18:14:28 +0100] "GET /phpmyadmin/server_databases.php?ajax_request=true&ajax_page_request=true&_nocache=1588526068926186165&token=7566507f44697a5f607a3c245c317159 HTTP/1.1" 200 7008
::1 - - [03/May/2020:18:14:43 +0100] "POST /phpmyadmin/server_databases.php HTTP/1.1" 200 1799
::1 - - [03/May/2020:18:14:43 +0100] "POST /phpmyadmin/navigation.php?ajax_request=1 HTTP/1.1" 200 2063
::1 - - [03/May/2020:18:14:43 +0100] "GET /phpmyadmin/db_structure.php?db=stourhead_db&ajax_request=true&ajax_page_request=true&_nocache=1588526083610446637&token=7566507f44697a5f607a3c245c317159 HTTP/1.1" 200 2734
::1 - - [03/May/2020:18:14:43 +0100] "GET /phpmyadmin/navigation.php?ajax_request=1&aPath=cm9vdA%3D%3D.c3RvdXJoZWFkX2Ri&vPath=cm9vdA%3D%3D.c3RvdXJoZWFkX2Ri&pos=0&pos2_name=&pos2_value=&searchClause=&searchClause2=&_nocache=1588526083801589768&token=7566507f44697a5f607a3c245c317159 HTTP/1.1" 200 1414
::1 - - [03/May/2020:18:15:03 +0100] "GET / HTTP/1.1" 200 5592
::1 - - [03/May/2020:18:15:03 +0100] "GET /wampthemes/classic/style.css HTTP/1.1" 200 2584
::1 - - [03/May/2020:18:15:03 +0100] "GET /wampthemes/classic/img/gifLogo.gif HTTP/1.1" 200 3525
::1 - - [03/May/2020:18:15:03 +0100] "GET /wampthemes/classic/img/pngPlugin.png HTTP/1.1" 200 140
::1 - - [03/May/2020:18:15:03 +0100] "GET /wampthemes/classic/img/pngWrench.png HTTP/1.1" 200 741
::1 - - [03/May/2020:18:15:13 +0100] "GET /stourheadBB/ HTTP/1.1" 404 281
::1 - - [03/May/2020:18:15:18 +0100] "GET /stourhead HTTP/1.1" 301 320
::1 - - [03/May/2020:18:15:18 +0100] "GET /stourhead/ HTTP/1.1" 302 -
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-admin/css/forms.min.css?ver=5.4.1 HTTP/1.1" 200 24453
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-admin/css/l10n.min.css?ver=5.4.1 HTTP/1.1" 200 2477
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-admin/css/install.min.css?ver=5.4.1 HTTP/1.1" 200 5126
::1 - - [03/May/2020:18:15:19 +0100] "GET /stourhead/wp-admin/setup-config.php HTTP/1.1" 200 12461
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-includes/css/buttons.min.css?ver=5.4.1 HTTP/1.1" 200 5867
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-includes/css/dashicons.min.css?ver=5.4.1 HTTP/1.1" 200 47558
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-admin/js/language-chooser.min.js?ver=5.4.1 HTTP/1.1" 200 409
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-admin/images/spinner.gif HTTP/1.1" 200 3656
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.1" 200 1521
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 200 10056
::1 - - [03/May/2020:18:15:24 +0100] "GET /stourhead/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp HTTP/1.1" 200 96873
::1 - - [03/May/2020:18:15:32 +0100] "POST /stourhead/wp-admin/setup-config.php?step=0 HTTP/1.1" 200 2804
::1 - - [03/May/2020:18:15:36 +0100] "GET /stourhead/wp-admin/setup-config.php?step=1&language=en_GB HTTP/1.1" 200 3425
::1 - - [03/May/2020:18:16:11 +0100] "GET /phpmyadmin/themes/pmahomme/img/s_unlink.png HTTP/1.1" 200 589
::1 - - [03/May/2020:18:16:15 +0100] "POST /stourhead/wp-admin/setup-config.php?step=2 HTTP/1.1" 200 1875
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-admin/install.php?language=en_GB HTTP/1.1" 200 6335
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-admin/js/password-strength-meter.min.js?ver=5.4.1 HTTP/1.1" 200 766
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.1" 200 353
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-includes/js/wp-util.min.js?ver=5.4.1 HTTP/1.1" 200 1079
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-admin/js/user-profile.min.js?ver=5.4.1 HTTP/1.1" 200 5583
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-includes/js/underscore.min.js?ver=1.8.3 HTTP/1.1" 200 16154
::1 - - [03/May/2020:18:16:17 +0100] "GET /stourhead/wp-includes/js/zxcvbn.min.js HTTP/1.1" 200 822237
::1 - - [03/May/2020:18:16:55 +0100] "GET /stourhead/2020/05/03/hello-world/ HTTP/1.1" 200 31046
::1 - - [03/May/2020:18:16:54 +0100] "POST /stourhead/wp-admin/install.php?step=2 HTTP/1.1" 200 3438
::1 - - [03/May/2020:18:16:55 +0100] "POST /stourhead/wp-cron.php?doing_wp_cron=1588526215.7695798873901367187500 HTTP/1.1" 200 -
::1 - - [03/May/2020:18:17:00 +0100] "GET /stourhead/wp-login.php HTTP/1.1" 200 4942
::1 - - [03/May/2020:18:17:00 +0100] "GET /stourhead/wp-admin/css/login.min.css?ver=5.4.1 HTTP/1.1" 200 5312
::1 - - [03/May/2020:18:17:04 +0100] "POST /stourhead/wp-login.php HTTP/1.1" 302 -
::1 - - [03/May/2020:18:17:05 +0100] "GET /stourhead/wp-includes/js/thickbox/thickbox.css?ver=5.4.1 HTTP/1.1" 200 2658
::1 - - [03/May/2020:18:17:05 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.4.1 HTTP/1.1" 200 108800
::1 - - [03/May/2020:18:17:05 +0100] "GET /stourhead/wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=5.4.1 HTTP/1.1" 200 362345
::1 - - [03/May/2020:18:17:04 +0100] "GET /stourhead/wp-admin/ HTTP/1.1" 200 63468
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/css/editor.min.css?ver=5.4.1 HTTP/1.1" 200 27221
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/wp-emoji-release.min.js?ver=5.4.1 HTTP/1.1" 200 13901
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/dist/dom-ready.min.js?ver=91fc8f05178d5c6365aec778f840ae17 HTTP/1.1" 200 1219
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/site-health.min.js?ver=5.4.1 HTTP/1.1" 200 5049
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/dist/i18n.min.js?ver=cced130522e86c87a37cd7b8397b882c HTTP/1.1" 200 9207
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/dist/a11y.min.js?ver=45f739d280d1244f6cb498ed8f1bf042 HTTP/1.1" 200 2274
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/wp-ajax-response.min.js?ver=5.4.1 HTTP/1.1" 200 2100
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/jquery.color.min.js?ver=2.1.2 HTTP/1.1" 200 9315
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/wp-lists.min.js?ver=5.4.1 HTTP/1.1" 200 7436
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/quicktags.min.js?ver=5.4.1 HTTP/1.1" 200 11193
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/jquery.query.js?ver=2.1.7 HTTP/1.1" 200 3785
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4 HTTP/1.1" 200 3931
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/edit-comments.min.js?ver=5.4.1 HTTP/1.1" 200 15314
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4 HTTP/1.1" 200 6838
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4 HTTP/1.1" 200 3142
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/postbox.min.js?ver=5.4.1 HTTP/1.1" 200 4203
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4 HTTP/1.1" 200 99133
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/dashboard.min.js?ver=5.4.1 HTTP/1.1" 200 6688
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/sortable.min.js?ver=1.11.4 HTTP/1.1" 200 24891
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13163
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/plugin-install.min.js?ver=5.4.1 HTTP/1.1" 200 2418
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/wp-sanitize.min.js?ver=5.4.1 HTTP/1.1" 200 458
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/media-upload.min.js?ver=5.4.1 HTTP/1.1" 200 1147
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,common,hoverintent-js,admin-bar,clipboard,underscore,wp-util&ver=5.4.1 HTTP/1.1" 200 50233
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/shortcode.min.js?ver=5.4.1 HTTP/1.1" 200 2660
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/wp-auth-check.min.js?ver=5.4.1 HTTP/1.1" 200 1815
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/svg-painter.js?ver=5.4.1 HTTP/1.1" 200 5532
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/heartbeat.min.js?ver=5.4.1 HTTP/1.1" 200 5934
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/dist/hooks.min.js?ver=552e55b6e60db2edbd9073097f2686f7 HTTP/1.1" 200 6177
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/js/updates.min.js?ver=5.4.1 HTTP/1.1" 200 35725
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4 HTTP/1.1" 200 6482
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/wplink.min.js?ver=5.4.1 HTTP/1.1" 200 11251
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.11.4 HTTP/1.1" 200 8229
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/jquery/ui/menu.min.js?ver=1.11.4 HTTP/1.1" 200 9557
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1" 200 15238
::1 - - [03/May/2020:18:17:06 +0100] "POST /stourhead/wp-cron.php?doing_wp_cron=1588526226.5728869438171386718750 HTTP/1.1" 200 -
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=fed7a453a2&1588526226397 HTTP/1.1" 200 1114
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=fed7a453a2&1588526226707 HTTP/1.1" 200 572
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=fed7a453a2&1588526226850 HTTP/1.1" 200 1
::1 - - [03/May/2020:18:17:06 +0100] "POST /stourhead/wp-admin/admin-ajax.php HTTP/1.1" 200 427
::1 - - [03/May/2020:18:17:06 +0100] "GET /stourhead/wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.1" 200 1260
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.4.1 HTTP/1.1" 200 108800
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.4.1 HTTP/1.1" 200 355789
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-admin/themes.php HTTP/1.1" 200 47632
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-content/themes/twentynineteen/screenshot.png HTTP/1.1" 200 175535
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-content/themes/twentytwenty/screenshot.png HTTP/1.1" 200 53066
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-content/themes/twentyseventeen/screenshot.png HTTP/1.1" 200 363833
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-includes/js/customize-base.min.js?ver=5.4.1 HTTP/1.1" 200 7890
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-admin/js/theme.min.js?ver=5.4.1 HTTP/1.1" 200 26580
::1 - - [03/May/2020:18:17:14 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,common,hoverintent-js,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone&ver=5.4.1 HTTP/1.1" 200 79875
::1 - - [03/May/2020:18:17:16 +0100] "GET /stourhead/wp-admin/undefined HTTP/1.1" 404 28371
::1 - - [03/May/2020:18:17:17 +0100] "GET /stourhead/wp-admin/themes.php?action=activate&stylesheet=StourheadBB&_wpnonce=72cbe9bd8c HTTP/1.1" 302 -
::1 - - [03/May/2020:18:17:17 +0100] "GET /stourhead/wp-admin/themes.php?activated=true HTTP/1.1" 200 47363
::1 - - [03/May/2020:18:17:22 +0100] "GET /stourhead/wp-admin/edit.php?post_type=page HTTP/1.1" 200 49400
::1 - - [03/May/2020:18:17:23 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,common,hoverintent-js,admin-bar,jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu&ver=5.4.1 HTTP/1.1" 200 49268
::1 - - [03/May/2020:18:17:23 +0100] "GET /stourhead/wp-admin/js/tags-suggest.min.js?ver=5.4.1 HTTP/1.1" 200 2250
::1 - - [03/May/2020:18:17:23 +0100] "GET /stourhead/wp-admin/js/inline-edit-post.min.js?ver=5.4.1 HTTP/1.1" 200 7320
::1 - - [03/May/2020:18:17:23 +0100] "POST /stourhead/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [03/May/2020:18:17:27 +0100] "GET /stourhead/wp-admin/about.php HTTP/1.1" 200 35857
::1 - - [03/May/2020:18:17:27 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,common,hoverintent-js,admin-bar,svg-painter&ver=5.4.1 HTTP/1.1" 200 27989
::1 - - [03/May/2020:18:17:31 +0100] "GET /stourhead/ HTTP/1.1" 200 5357
::1 - - [03/May/2020:18:17:32 +0100] "GET /stourhead/wp-includes/css/admin-bar.min.css?ver=5.4.1 HTTP/1.1" 200 21375
::1 - - [03/May/2020:18:17:32 +0100] "GET /stourhead/wp-includes/css/dist/block-library/style.min.css?ver=5.4.1 HTTP/1.1" 200 53593
::1 - - [03/May/2020:18:17:32 +0100] "GET /stourhead%20B&B/wordpress/wp-content/uploads/2020/02/burgerV2-1.png HTTP/1.1" 404 281
::1 - - [03/May/2020:18:17:32 +0100] "GET /stourhead%20B&B/wordpress/wp-content/uploads/2020/02/burgerV2-1.png HTTP/1.1" 404 281
::1 - - [03/May/2020:18:17:36 +0100] "GET /stourhead%20B&B/wordpress/ HTTP/1.1" 404 281
::1 - - [03/May/2020:18:17:38 +0100] "POST /stourhead/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [03/May/2020:18:17:47 +0100] "GET /stourhead/wp-admin/post.php?post=2&action=trash&_wpnonce=2d1b567ca3 HTTP/1.1" 302 -
::1 - - [03/May/2020:18:17:47 +0100] "GET /stourhead/wp-admin/edit.php?post_type=page&trashed=1&ids=2 HTTP/1.1" 200 46305
::1 - - [03/May/2020:18:17:48 +0100] "POST /stourhead/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [03/May/2020:18:17:49 +0100] "GET /stourhead/wp-admin/post.php?post=3&action=trash&_wpnonce=690a0a54b7 HTTP/1.1" 302 -
::1 - - [03/May/2020:18:17:49 +0100] "GET /stourhead/wp-admin/edit.php?post_type=page&trashed=1&ids=3 HTTP/1.1" 200 33644
::1 - - [03/May/2020:18:17:50 +0100] "POST /stourhead/wp-admin/admin-ajax.php HTTP/1.1" 200 47
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.4.1 HTTP/1.1" 200 4186
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 790
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131 HTTP/1.1" 200 11425
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,common,hoverintent-js,admin-bar&ver=5.4.1 HTTP/1.1" 200 22456
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/url.min.js?ver=b7106409bea2c78aabddc45249f7c1fc HTTP/1.1" 200 13641
::1 - - [03/May/2020:18:18:00 +0100] "GET /stourhead/wp-admin/post-new.php?post_type=page HTTP/1.1" 200 302276
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/api-fetch.min.js?ver=b437dd9d1118e698b1b85961e759bf03 HTTP/1.1" 200 12338
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/blob.min.js?ver=60ed48227f0a303ddf818dc8dc3e16fd HTTP/1.1" 200 1439
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/vendor/react.min.js?ver=16.9.0 HTTP/1.1" 200 13317
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,buttons,media-views,editor-buttons,wp-components,wp-block-editor,wp-nux,wp-editor,wp-block-library,wp-block-&load%5Bchunk_1%5D=library-theme,wp-edit-blocks,wp-edit-post,wp-format-library,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,t&load%5Bchunk_2%5D=hemes,about,nav-menus,wp-pointer,widgets,site-icon,l10n,wp-auth-check&ver=5.4.1 HTTP/1.1" 200 810219
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/block-serialization-default-parser.min.js?ver=30e97d4a87a3a28bd9052050ce276b47 HTTP/1.1" 200 4481
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/autop.min.js?ver=aa8f88d2344416fcd2f7946cac4d5dd4 HTTP/1.1" 200 7825
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/escape-html.min.js?ver=4198c7c0e05a9f34f4126334be746ddd HTTP/1.1" 200 1777
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/is-shallow-equal.min.js?ver=a4b6079b15ec86d646a9228996f79cf7 HTTP/1.1" 200 1705
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.15 HTTP/1.1" 200 73261
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/element.min.js?ver=a7bf20cbfb0791e9fc65111e966d5592 HTTP/1.1" 200 14609
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/deprecated.min.js?ver=cd9e35508705772fbc5e2d9736bde31b HTTP/1.1" 200 1688
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/compose.min.js?ver=3c7f1e5a90aa3c9e9b0f65014efccb35 HTTP/1.1" 200 19783
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/priority-queue.min.js?ver=8d7738a3dac3e69a70c11e046ecfd5ff HTTP/1.1" 200 1664
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/redux-routine.min.js?ver=7b7d8224ca3d5f24509583833d71c388 HTTP/1.1" 200 9787
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils,moxiejs,plupload&ver=5.4.1 HTTP/1.1" 200 212568
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/html-entities.min.js?ver=81efc2ce02f13b864d66666c7bec2136 HTTP/1.1" 200 1408
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/dom.min.js?ver=47fe5105eb1c16e22c3970e08b1f0953 HTTP/1.1" 200 8390
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/data.min.js?ver=e80048e7b309581a40e44b8bd8aaba41 HTTP/1.1" 200 31026
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/shortcode.min.js?ver=6b07711152e32e32d3fc082cc7dd632c HTTP/1.1" 200 4079
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/keycodes.min.js?ver=46e6adf844a1e989da37d39c64fca9e2 HTTP/1.1" 200 5493
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/primitives.min.js?ver=ecfd167b66d8272c99af2b0220535f33 HTTP/1.1" 200 4284
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/blocks.min.js?ver=423068d7079f57cf9f02458ccb4a6131 HTTP/1.1" 200 166857
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/vendor/react-dom.min.js?ver=16.9.0 HTTP/1.1" 200 114123
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/vendor/moment.min.js?ver=2.22.2 HTTP/1.1" 200 51679
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/warning.min.js?ver=98c469cb6d86983eb5fa9fc7a8dfa0c4 HTTP/1.1" 200 2824
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/token-list.min.js?ver=f2fd25ef34512e2ebba30cfede36f1da HTTP/1.1" 200 3259
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/keyboard-shortcuts.min.js?ver=e5de24153978d727a85bc355566df02f HTTP/1.1" 200 7334
::1 - - [03/May/2020:18:18:01 +0100] "GET /stourhead/wp-includes/js/dist/rich-text.min.js?ver=942ff14b26cac991c71bdc5fd907ea4b HTTP/1.1" 200 54925
